Transaction ID,Customer ID,Product Segment,Region Assignment,Sales Channel,Units Demanded,Unit Price USD,Discount Decimal,Tax Rate,Shipping Fee,Order Open Date,Order Close Date,Customer Age,Lead Source,Priority Status,Warehouse Code,Return Requested,Manager Review,Ghost Column A,Ghost Column B
TXN-10961,CUST-1361,smartphone X,East,Wholesale,8,743.62,0.09,0.08,41.91,2025-06-10,2025-06-20,68,Web Search,Low,WH-3,False,Approved,NA,NA
TXN-10962,CUST-1333,Smart-Phone X,south,Online,7,332.15,0.09,0.08,25.09,2025-03-01,2025-03-06,39,NA,Low,WH-5,True,Rejected,-,NULL
TXN-10963,CUST-1303,Wireless Head-phones,south,Wholesale,3,497.69,0.11,0.08,18.12,2025-09-19,2025-10-09,25,Email Campaign,Low,WH-5,NULL,Rejected,NULL,NA
TXN-10964,CUST-1454,Smart Watch v2,North,online,1,382,0.19,0.08,34.49,2025-03-12,2025-03-26,47,Social Media,Medium,WH-3,False,Approved,Valid Data,NA
TXN-10965,CUST-1145,Smart-Phone X,East,RETAIL,8,459.02,0.1,0.08,6.47,2025-04-06,2025-04-24,23,Referral,Low,WH-2,NULL,Approved,NA,NA
TXN-10966,CUST-1213,Premium Laptop, West,  Online  ,3,876.9,0.22,0.08,23.99,2025-12-22,2025-12-28,26,Referral,-,WH-5,False,Pending,NULL,NULL
TXN-10967,CUST-1355,Wireless Headphones,East,Online,10,391.69,0.12,0.08,18.45,2025-10-12,2025-10-22,42,Social Media,Urgent,WH-4,True,Approved,NULL,NA
TXN-10968,CUST-1413,Smart-Phone X, West,RETAIL,9,701.37,0.02,0.08,41.82,2025-03-13,2025-03-28,68,Web Search,Medium,WH-2,False,Rejected,-,NA
TXN-10969,CUST-1405,Premium Laptop,south,online,1,597.46,0.24,0.08,5.48,2025-11-14,2025-11-26,52,NA,Low,WH-3,NULL,Rejected,NULL,NULL
TXN-10970,CUST-1395,Premium Laptop,South,Online,2,813.22,0.09,0.08,27.11,2025-01-05,2025-01-12,71,Email Campaign,Low,WH-4,False,Pending,NA,Active
TXN-10971,CUST-1243,Wireless Head-phones,East ,Online,8,1127.35,0.13,0.08,34.63,2025-07-16,2025-08-02,27,Social Media,-,WH-1,False,Rejected,-,NA
TXN-10972,CUST-1354,Smart Watch v2,NORTH,Online,8,892.46,0.21,0.08,24.4,2025-12-01,2025-12-17,56,Referral,Urgent,WH-3,False,Pending,NA,NULL
TXN-10973,CUST-1064,smartphone X,North,Retail,3,297.18,0.1,0.08,8.42,2025-08-01,2025-08-16,43,NA,High,WH-2,True,Rejected,NA,NULL
TXN-10974,CUST-1105,Wireless Headphones, West,  Online  ,999,85.86,0.02,0.08,43.9,2025-09-08,2025-09-27,45,NA,High,WH-4,False,Rejected,-,NULL
TXN-10975,CUST-1073,Smart-Phone X,East,Online,2,351.6,0.11,0.08,25.72,2025-01-16,2025-01-24,28,Web Search,Medium,WH-4,False,Approved,NULL,NA
TXN-10976,CUST-1327,Smart Watch v2, West,Retail,2,734.34,0.28,0.08,29.57,2025-05-30,2025-06-07,48,Web Search,High,WH-3,NULL,Approved,Valid Data,NA
TXN-10977,CUST-1138,Wireless Headphones,South,Wholesale,8,109.14,0.19,0.08,14.46,2025-10-03,2025-10-18,55,Email Campaign,Low,WH-3,True,Approved,-,NA
TXN-10978,CUST-1267,Wireless Head-phones,North,RETAIL,7,620.82,0.2,0.08,24.34,2025-10-17,2025-11-02,21,Referral,Medium,WH-5,False,Rejected,-,NA
TXN-10979,CUST-1230,Smart Watch v2,West,  Online  ,3,25000,0.19,0.08,-850,2025-10-09,2025-10-28,74,Referral,Low,WH-1,False,Rejected,Valid Data,NULL
TXN-10980,CUST-1210,smartphone X,West,Online,1,434.38,0.06,0.08,8,2025-02-28,2025-03-18,74,NA,Medium,WH-3,NULL,Rejected,-,NULL
TXN-10981,CUST-1122,Premium Laptop,East ,Retail,4,936.55,0.13,0.08,9.25,2025-07-07,2025-07-09,64,Email Campaign,Low,WH-4,False,Rejected,-,NULL
TXN-10982,CUST-1480,Tablet Ultra,East,Online,10,172.59,0.23,0.08,38.5,2025-08-14,2025-08-28,26,Web Search,Medium,WH-4,NULL,Approved,NA,NA
TXN-10983,CUST-1089,Tablet Ultra,East ,Retail,4,136.41,0.03,0.08,14.59,2025-02-22,2025-03-02,53,Web Search,Urgent,WH-2,NULL,Approved,NA,NA
TXN-10984,CUST-1312,Tablet Ultra,West,  Online  ,2,887.42,0.08,0.08,12.8,2025-06-02,2025-06-04,36,Web Search,-,WH-3,NULL,Rejected,Valid Data,NA
TXN-10985,CUST-1354,Smart Watch V2,south,Wholesale,3,619.82,0.08,0.08,25.2,2025-08-19,2025-08-22,71,Referral,High,WH-2,False,Pending,-,NULL
TXN-10986,CUST-1019,Smart Watch v2,West,online,10,841.66,0.13,0.08,35.75,2025-08-13,2025-08-17,38,Social Media,-,WH-5,False,Approved,NA,NULL
TXN-10987,CUST-1305,smartphone X,West,Online,8,550.05,0.29,0.08,7.48,2025-05-02,2025-05-21,50,Social Media,High,WH-1,NULL,Rejected,NULL,NULL
TXN-10988,CUST-1092,Wireless Head-phones,North,  Online  ,7,333.36,0.02,0.08,28.07,2025-12-19,2026-01-08,72,Email Campaign,Medium,WH-5,True,Approved,NULL,NULL
TXN-10989,CUST-1367,Premium Laptop,south,Retail,999,991.97,0.16,0.08,9.77,2025-11-20,2025-12-10,26,NA,Medium,WH-4,NULL,Pending,Valid Data,NULL
TXN-10990,CUST-1255,Wireless Headphones,south,Wholesale,6,25000,0.05,0.08,-850,2025-03-13,2025-03-20,41,Web Search,Urgent,WH-4,NULL,Rejected,NULL,NA
TXN-10991,CUST-1313,Smart Watch V2,North,  Online  ,2,848.9,0.29,0.08,7.11,2025-01-31,2025-02-18,18,Web Search,Low,WH-3,False,Approved,NA,NULL
TXN-10992,CUST-1486,Smart Watch v2,NORTH,  Online  ,1,362.97,0.03,0.08,38.37,2025-05-24,2025-05-30,19,Referral,Medium,WH-1,NULL,Pending,NULL,NULL
TXN-10993,CUST-1045,smartphone X,NORTH,Retail,9,728.77,0.12,0.08,9.72,2025-06-15,2025-06-25,21,Social Media,High,WH-3,True,Rejected,NA,Active
TXN-10994,CUST-1321,Smart Watch V2,South,  Online  ,2,465.12,0.22,0.08,6.81,2025-05-29,2025-06-15,43,NA,Medium,WH-4,False,Approved,NA,NA
TXN-10995,CUST-1423,Premium Laptop, West,  Online  ,5,155.32,0.21,0.08,22.52,2025-12-14,2025-12-19,63,Referral,-,WH-3,NULL,Approved,NA,Active
TXN-10996,CUST-1400,Smart Watch v2, West,Retail,6,1104.91,0.13,0.08,38.76,2025-07-30,2025-08-08,44,Web Search,Low,WH-2,NULL,Rejected,NULL,NULL
TXN-10997,CUST-1154,Tablet Ultra,East ,Wholesale,9,207.34,0.1,0.08,15.5,2025-12-02,2025-12-07,21,Social Media,-,WH-2,True,Approved,NA,NULL
TXN-10998,CUST-1178,Premium Laptop,East ,Online,3,1142.77,0.12,0.08,21.87,2025-05-08,2025-05-19,31,Web Search,Urgent,WH-4,NULL,Rejected,-,NULL
TXN-10999,CUST-1214,Wireless Head-phones,south,online,3,562.91,0.08,0.08,6.6,2025-05-07,2025-05-20,35,Referral,Urgent,WH-5,False,Pending,-,NA
TXN-11000,CUST-1002,smartphone X,south,  Online  ,3,262.9,0.06,0.08,22.96,2025-09-08,2025-09-17,48,Social Media,High,WH-3,NULL,Pending,NA,NULL
TXN-11001,CUST-1285,Tablet Ultra,East ,Wholesale,8,673.19,0.14,0.08,28.1,2025-11-18,2025-12-03,50,Social Media,Medium,WH-2,NULL,Rejected,NULL,NA
TXN-11002,CUST-1120,Smart-Phone X,south,Retail,9,1053.89,0.08,0.08,27.84,2025-02-08,2025-02-11,53,Web Search,-,WH-3,False,Pending,-,NA
TXN-11003,CUST-1098,Wireless Head-phones,South,Wholesale,5,892.06,0.09,0.08,18.3,2025-07-26,2025-08-04,74,Web Search,Urgent,WH-4,NULL,Approved,NULL,NULL
TXN-11004,CUST-1060,Smart Watch v2,East,Retail,3,977.55,0.2,0.08,17.62,2025-12-22,2026-01-03,68,Social Media,Urgent,WH-3,True,Rejected,NA,NULL
TXN-11005,CUST-1271,Smart Watch V2, West,RETAIL,2,807.6,0.29,0.08,9.26,2025-08-21,2025-09-01,21,NA,High,WH-4,False,Pending,NA,NA
TXN-11006,CUST-1500,smartphone X,East ,Wholesale,4,25000,0.18,0.08,-850,2025-10-25,2025-10-23,51,Referral,Medium,WH-4,False,Rejected,NULL,Active
TXN-11007,CUST-1048,Tablet Ultra,south,online,5,1026.57,0.02,0.08,8.98,2025-08-23,2025-09-04,70,NA,Low,WH-3,True,Rejected,Valid Data,NA
TXN-11008,CUST-1316,Smart-Phone X,East,Retail,7,337.12,0.02,0.08,35.66,2025-02-02,2025-02-15,28,Web Search,Medium,WH-2,False,Pending,NA,NA
TXN-11009,CUST-1185,Wireless Headphones,East,Retail,NULL,612.84,0.29,0.08,43.65,2025-04-22,2025-04-29,63,NA,Urgent,WH-3,False,Approved,-,NA
TXN-11010,CUST-1441,Smart-Phone X,East ,Wholesale,1,304.39,0.09,0.08,43.8,2025-09-11,2025-09-21,23,Referral,Low,WH-2,False,Approved,NULL,NULL
TXN-11011,CUST-1389,Tablet Ultra,East ,Retail,5,1185.82,0.03,0.08,39.6,2025-06-22,2025-06-27,44,Web Search,Medium,WH-5,NULL,Rejected,NA,NA
TXN-11012,CUST-1276,Smart Watch v2,NORTH,Retail,1,25000,0.18,0.08,-850,2025-10-17,2025-10-28,52,Referral,Low,WH-5,False,Approved,NA,NA
TXN-11013,CUST-1259,Smart Watch V2,East ,Wholesale,3,95.34,0.19,0.08,33.03,2025-12-16,2025-12-18,68,Referral,High,WH-4,True,Rejected,NA,NULL
TXN-11014,CUST-1112,Premium Laptop,NORTH,Wholesale,4,861.41,0.19,0.08,16.41,2025-02-20,2025-03-07,18,Social Media,Low,WH-2,True,Pending,NULL,NULL
TXN-11015,CUST-1237,Premium Laptop,South,  Online  ,4,1114.04,0.08,0.08,30.23,2025-01-09,2025-01-15,21,Social Media,Low,WH-5,True,Pending,NULL,NA
TXN-11016,CUST-1394,Smart Watch V2,South,online,8,257.66,0,0.08,23.23,2025-08-14,2025-08-28,53,Web Search,Medium,WH-5,NULL,Rejected,NA,NULL
TXN-11017,CUST-1320,Wireless Head-phones,South,Wholesale,4,703.14,0.29,0.08,24.28,2025-04-14,2025-04-19,66,Web Search,Urgent,WH-3,False,Rejected,NA,NULL
TXN-11018,CUST-1337,Smart-Phone X,South,Online,7,1102.81,0.08,0.08,35.31,2025-11-29,2025-12-08,23,Email Campaign,Low,WH-2,False,Approved,-,NULL
TXN-11019,CUST-1106,Premium Laptop,North,online,9,89.04,0.2,0.08,16.28,2025-02-17,2025-02-26,41,Email Campaign,-,WH-2,False,Rejected,-,NA
TXN-11020,CUST-1141,Premium Laptop,East ,Wholesale,2,852.03,0.21,0.08,17.72,2025-02-12,2025-02-18,57,Email Campaign,High,WH-3,NULL,Approved,Valid Data,NULL
TXN-11021,CUST-1027,Smart Watch V2,South,RETAIL,3,391.95,0.18,0.08,41.99,2025-01-27,2025-02-06,47,Referral,-,WH-2,False,Approved,-,NULL
TXN-11022,CUST-1099,Wireless Head-phones, West,Wholesale,3,1113.06,0.09,0.08,7.25,2025-12-25,2026-01-08,24,Web Search,Urgent,WH-4,True,Pending,-,NULL
TXN-11023,CUST-1057,Wireless Head-phones,South,Wholesale,2,1166.72,0.08,0.08,24.43,2025-12-02,2025-12-06,60,Referral,Low,WH-4,NULL,Rejected,NULL,NULL
TXN-11024,CUST-1407,Smart Watch v2, West,  Online  ,2,1135.91,0.18,0.08,41.51,2025-01-01,2025-01-04,29,Web Search,Low,WH-5,NULL,Approved,NA,NULL
TXN-11025,CUST-1076,Wireless Headphones,North,RETAIL,4,595.35,0.26,0.08,29.41,2025-03-09,2025-03-26,65,NA,High,WH-2,False,Approved,NULL,NULL
TXN-11026,CUST-1350,Tablet Ultra,NORTH,online,7,1041.35,0.28,0.08,26.86,2025-12-15,2025-12-16,65,Social Media,Medium,WH-3,True,Rejected,NA,NA
TXN-11027,CUST-1432,Wireless Head-phones,East ,  Online  ,6,1021.23,0.03,0.08,14.99,2025-12-23,2025-12-27,70,NA,Urgent,WH-1,True,Rejected,-,NULL
TXN-11028,CUST-1495,Premium Laptop,West,  Online  ,5,416.97,0.05,0.08,18.73,2025-08-05,2025-08-21,46,Web Search,Low,WH-3,NULL,Rejected,-,NA
TXN-11029,CUST-1466,Smart-Phone X,West,Retail,7,1003.25,0.28,0.08,39.08,2025-02-06,2025-02-09,54,Referral,-,WH-4,False,Rejected,NULL,Active
TXN-11030,CUST-1242,smartphone X, West,Online,NA,25000,0.22,0.08,-850,2025-02-22,2025-03-06,20,Web Search,-,WH-1,NULL,Pending,NA,NULL
TXN-11031,CUST-1254,Wireless Head-phones,East ,RETAIL,1,735.71,0.26,0.08,25.59,2025-06-03,2025-06-08,-,Referral,Medium,WH-2,NULL,Pending,NULL,NULL
TXN-11032,CUST-1090,smartphone X,South,online,6,314.51,0.06,0.08,8.98,2025-11-25,2025-11-30,55,Email Campaign,High,WH-4,True,Approved,-,NULL
TXN-11033,CUST-1081,Smart Watch v2,West,Retail,10,188.65,0.18,0.08,5.64,2025-02-05,2025-02-06,18,Email Campaign,Low,WH-4,NULL,Approved,-,NULL
TXN-11034,CUST-1343,smartphone X, West,RETAIL,4,138.5,0.21,0.08,43.55,2025-11-09,2025-11-24,NULL,Social Media,-,WH-2,NULL,Rejected,NA,Active
TXN-11035,CUST-1472,Smart-Phone X,South,RETAIL,3,850.73,0.2,0.08,20.08,2025-06-29,2025-07-04,62,Referral,Urgent,WH-5,False,Rejected,NA,NA
TXN-11036,CUST-1022,Wireless Head-phones,south,Retail,9,440.86,0.12,0.08,29.13,2025-07-30,2025-08-14,59,Web Search,Urgent,WH-2,False,Pending,NULL,NA
TXN-11037,CUST-1027,Smart Watch v2, West,  Online  ,3,883.48,0,0.08,8.19,2025-04-22,2025-04-26,50,Social Media,Medium,WH-3,True,Approved,Valid Data,NULL
TXN-11038,CUST-1330,Tablet Ultra,East ,online,9,125.16,0.17,0.08,32.32,2025-03-13,2025-04-01,37,Social Media,-,WH-3,NULL,Rejected,NA,NULL
TXN-11039,CUST-1186,Wireless Headphones,East ,Wholesale,2,412.58,0.08,0.08,42.3,2025-07-16,2025-07-30,38,Email Campaign,Low,WH-2,False,Approved,NULL,NA
TXN-11040,CUST-1145,Wireless Headphones,North,  Online  ,1,670.41,0.14,0.08,28.03,2025-06-11,2025-06-19,32,Email Campaign,Low,WH-3,NULL,Approved,-,NULL
TXN-11041,CUST-1107,Wireless Head-phones,south,  Online  ,9,959.33,0.29,0.08,10.04,2025-05-22,2025-05-30,27,Social Media,Urgent,WH-4,NULL,Approved,NA,NULL
TXN-11042,CUST-1222,Smart Watch V2,West,Wholesale,3,416.57,0.12,0.08,28.27,2025-10-11,2025-10-31,51,Social Media,Urgent,WH-5,False,Approved,NULL,NULL
TXN-11043,CUST-1128,Wireless Head-phones,NORTH,Retail,1,769.78,0.25,0.08,35.65,2025-05-26,2025-05-27,55,Email Campaign,Medium,WH-3,NULL,Approved,-,NULL
TXN-11044,CUST-1171,Tablet Ultra,NORTH,Wholesale,7,1068.87,0.06,0.08,21.26,2025-12-04,2025-12-11,31,Social Media,Medium,WH-5,True,Rejected,NA,NA
TXN-11045,CUST-1315,Wireless Headphones,NORTH,  Online  ,6,758.24,0.2,0.08,40.19,2025-09-23,2025-09-30,44,Web Search,Medium,WH-4,False,Rejected,-,NA
TXN-11046,CUST-1412,Wireless Headphones,NORTH,RETAIL,9,317.9,0.29,0.08,30.95,2025-07-20,2025-07-22,56,Referral,Medium,WH-2,True,Pending,NULL,NULL
TXN-11047,CUST-1455,Tablet Ultra,East ,RETAIL,5,78.06,0.03,0.08,40.97,2025-05-03,2025-05-07,48,Web Search,Urgent,WH-5,NULL,Pending,NA,NA
TXN-11048,CUST-1388,Smart Watch V2,West,  Online  ,8,1050.61,0,0.08,29.94,2025-05-04,2025-05-24,44,Social Media,High,WH-1,False,Rejected,NULL,NULL
TXN-11049,CUST-1232,Wireless Headphones,North,Wholesale,7,74.46,0.13,0.08,10.25,2025-02-06,2025-02-07,23,Email Campaign,Urgent,WH-4,False,Pending,NA,NA
TXN-11050,CUST-1022,Premium Laptop,East ,Online,10,1055.91,0.03,0.08,17.39,2025-07-04,2025-07-09,68,Social Media,Urgent,WH-1,True,Rejected,-,NULL
TXN-11051,CUST-1053,Smart-Phone X,North,RETAIL,10,658.28,0.22,0.08,13.07,2025-07-18,2025-08-06,27,Social Media,Urgent,WH-4,False,Pending,NA,NULL
TXN-11052,CUST-1379,Premium Laptop,North,Retail,10,25000,0.27,0.08,-850,2025-08-04,2025-08-10,30,NA,-,WH-5,NULL,Rejected,NA,NA
TXN-11053,CUST-1026,Smart Watch V2,North,Wholesale,6,968.6,0.13,0.08,35.42,2025-08-30,2025-09-02,69,Email Campaign,-,WH-2,True,Approved,NA,NA
TXN-11054,CUST-1473,Premium Laptop,East,Retail,8,1197.62,0.08,0.08,32.06,2025-01-09,2025-01-10,31,Web Search,-,WH-3,NULL,Pending,NULL,Active
TXN-11055,CUST-1275,Premium Laptop,south,online,9,453.32,0.13,0.08,17.04,2025-05-15,2025-05-17,64,Social Media,Urgent,WH-5,True,Approved,-,NULL
TXN-11056,CUST-1090,Smart-Phone X,south,Wholesale,2,932.27,0.22,0.08,12.36,2025-07-23,2025-08-09,20,Web Search,Low,WH-4,NULL,Rejected,-,NULL
TXN-11057,CUST-1080,Smart Watch v2,south,Online,5,512.22,0,0.08,35.26,2025-08-01,2025-08-14,20,NA,-,WH-5,False,Pending,NA,NA
TXN-11058,CUST-1402,Smart Watch V2,East,Online,5,601.86,0.18,0.08,23.97,2025-02-12,2025-03-02,67,Email Campaign,High,WH-2,False,Approved,NA,NULL
TXN-11059,CUST-1014,Smart Watch v2,East ,RETAIL,4,771.63,0.18,0.08,14.03,2025-11-12,2025-11-15,57,Email Campaign,Medium,WH-5,False,Approved,NULL,NA
TXN-11060,CUST-1248,smartphone X,West,  Online  ,6,1054.73,0.19,0.08,29.66,2025-06-08,2025-06-15,61,Referral,Low,WH-5,True,Rejected,NA,NA
TXN-11061,CUST-1263,smartphone X,East ,  Online  ,10,1181.7,0.07,0.08,6.61,2025-03-21,2025-04-03,47,Referral,-,WH-5,NULL,Pending,NA,NA
TXN-11062,CUST-1059,Premium Laptop,West,Retail,5,933.51,0.21,0.08,18.05,2025-10-28,2025-10-31,31,Social Media,Low,WH-1,True,Approved,-,NA
TXN-11063,CUST-1036,Smart Watch V2,East ,online,6,530.43,0.03,0.08,23.74,2025-06-08,2025-06-16,68,Referral,-,WH-4,True,Pending,Valid Data,Active
TXN-11064,CUST-1458,smartphone X,North,Retail,7,534.56,0.06,0.08,10.92,2025-01-30,2025-02-13,41,NA,Urgent,WH-1,False,Pending,-,NA
TXN-11065,CUST-1120,Wireless Headphones,East ,online,10,898.22,0.26,0.08,44.39,2025-03-01,2025-03-21,51,Web Search,Medium,WH-3,True,Approved,NULL,NULL
TXN-11066,CUST-1369,Smart Watch v2,East,RETAIL,4,324.59,0.22,0.08,13.36,2025-01-29,2025-02-04,70,Social Media,Medium,WH-2,False,Rejected,-,NULL
TXN-11067,CUST-1227,Wireless Headphones,East ,Wholesale,3,177.05,0,0.08,10.21,2025-03-03,2025-03-08,73,Social Media,High,WH-5,True,Approved,NULL,NA
TXN-11068,CUST-1303,Smart Watch v2,East,Wholesale,5,457.82,0.07,0.08,13.14,2025-12-26,2026-01-11,44,Referral,Low,WH-1,NULL,Pending,Valid Data,NULL
TXN-11069,CUST-1296,Smart-Phone X,East ,RETAIL,6,380.32,0.06,0.08,35.76,2025-06-27,2025-07-06,43,Email Campaign,Medium,WH-1,True,Rejected,-,NULL
TXN-11070,CUST-1166,Premium Laptop,south,online,9,390.75,0.08,0.08,22.02,2025-03-27,2025-04-05,52,Email Campaign,-,WH-4,NULL,Rejected,Valid Data,NULL
TXN-11071,CUST-1214,smartphone X,East,  Online  ,8,318.65,0.07,0.08,27.62,2025-03-02,2025-03-03,65,Web Search,-,WH-5,True,Rejected,NULL,NA
TXN-11072,CUST-1101,Smart Watch V2,East ,RETAIL,3,98.41,0.02,0.08,5.84,2025-06-21,2025-06-30,30,Social Media,Urgent,WH-2,NULL,Approved,NULL,NA
TXN-11073,CUST-1382,Wireless Headphones,West,Online,5,70.56,0.14,0.08,6.38,2025-09-26,2025-10-15,32,Social Media,Medium,WH-4,False,Rejected,-,NA
TXN-11074,CUST-1346,Tablet Ultra,South,Wholesale,4,1185.88,0.22,0.08,22.83,2025-11-18,2025-12-03,34,Referral,Medium,WH-1,False,Approved,NULL,NULL
TXN-11075,CUST-1459,Smart Watch V2,East,  Online  ,6,541.94,0.18,0.08,37.67,2025-09-19,2025-10-05,52,Referral,Urgent,WH-1,True,Rejected,NA,NA
TXN-11076,CUST-1166,Premium Laptop,South,Online,8,25000,0.2,0.08,-850,2025-10-18,2025-10-24,53,Web Search,-,WH-2,NULL,Rejected,NULL,NA
TXN-11077,CUST-1117,Tablet Ultra,East ,  Online  ,7,831.59,0.02,0.08,8.47,2025-05-11,2025-05-30,29,Referral,-,WH-1,False,Pending,NULL,NA
TXN-11078,CUST-1398,Premium Laptop,NORTH,Wholesale,5,300.99,0.29,0.08,26.53,2025-12-12,2025-12-20,32,NA,Medium,WH-4,True,Approved,-,NA
TXN-11079,CUST-1056,Wireless Head-phones,East,Online,8,1142.46,0.25,0.08,41.53,2025-09-18,2025-09-17,69,Email Campaign,High,WH-2,NULL,Pending,NA,NULL
TXN-11080,CUST-1166,Wireless Headphones,south,Retail,3,954.3,0.24,0.08,20.52,2025-05-06,2025-05-18,72,NA,Urgent,WH-4,False,Approved,-,NULL
TXN-11081,CUST-1116,Tablet Ultra,West,online,2,152.82,0.25,0.08,38.18,2025-07-16,2025-07-22,26,Web Search,Urgent,WH-2,False,Pending,-,NA
TXN-11082,CUST-1050,smartphone X,South,online,7,530.22,0.28,0.08,10.35,2025-01-19,2025-02-02,39,Social Media,Urgent,WH-4,NULL,Rejected,NA,NA
TXN-11083,CUST-1121,Wireless Head-phones,South,Wholesale,7,1060.99,0.16,0.08,42.42,2025-04-25,2025-05-09,46,Email Campaign,High,WH-1,False,Approved,NULL,NA
TXN-11084,CUST-1377,Tablet Ultra,North,Wholesale,NULL,1136.44,0.06,0.08,35.06,2025-06-13,2025-06-16,35,Email Campaign,Urgent,WH-4,NULL,Approved,-,NA
TXN-11085,CUST-1211,Tablet Ultra,East ,  Online  ,5,587.51,0.19,0.08,42.65,2025-10-20,2025-11-06,43,Email Campaign,-,WH-2,NULL,Approved,NA,NULL
TXN-11086,CUST-1445,Smart Watch V2,North,Online,8,755.42,0.22,0.08,32.06,2025-12-11,2025-12-17,57,NA,-,WH-1,NULL,Pending,NULL,NA
TXN-11087,CUST-1102,Wireless Headphones,East,Retail,9,242.09,0.22,0.08,19.54,2025-04-25,2025-04-27,23,NA,Urgent,WH-1,True,Approved,-,NA
TXN-11088,CUST-1192,Premium Laptop,North,Wholesale,5,1189.84,0.16,0.08,42.53,2025-07-25,2025-08-09,43,Email Campaign,Medium,WH-3,True,Pending,Valid Data,NULL
TXN-11089,CUST-1456,Wireless Head-phones,South,Wholesale,7,316.42,0.02,0.08,16.02,2025-05-25,2025-06-04,54,Web Search,Medium,WH-5,NULL,Pending,-,NA
TXN-11090,CUST-1112,Smart Watch V2,East ,Retail,1,1134.14,0.11,0.08,18.29,2025-06-17,2025-07-02,70,Referral,Low,WH-5,True,Pending,NULL,NA
TXN-11091,CUST-1037,Tablet Ultra,North,online,8,797.09,0.28,0.08,33.03,2025-01-05,2025-01-15,-,Web Search,Urgent,WH-4,True,Pending,-,NA
TXN-11092,CUST-1241,Premium Laptop,East,RETAIL,8,748.9,0.18,0.08,35.61,2025-10-16,2025-11-05,39,Social Media,-,WH-4,False,Pending,NULL,NA
TXN-11093,CUST-1299,Tablet Ultra, West,Retail,6,639.59,0.16,0.08,42.18,2025-05-05,2025-05-24,38,Web Search,-,WH-5,True,Pending,NA,NA
TXN-11094,CUST-1248,Smart Watch v2,south,Online,3,315.27,0.08,0.08,13.19,2025-09-10,2025-09-17,49,Web Search,-,WH-1,False,Pending,NA,NULL
TXN-11095,CUST-1027,smartphone X,East,online,1,253.01,0.11,0.08,36.92,2025-10-07,2025-10-15,37,NA,Medium,WH-5,NULL,Rejected,-,NA
TXN-11096,CUST-1455,Wireless Head-phones,West,RETAIL,NULL,303.56,0.27,0.08,34.54,2025-03-19,2025-03-12,60,Web Search,-,WH-2,False,Rejected,-,NA
TXN-11097,CUST-1223,Smart Watch V2,West,online,9,264.4,0.2,0.08,7.55,2025-01-13,2025-01-25,24,Email Campaign,-,WH-4,True,Pending,-,NULL
TXN-11098,CUST-1074,Smart-Phone X,NORTH,RETAIL,3,946.52,0.24,0.08,20.49,2025-11-22,2025-11-23,24,NA,-,WH-3,False,Approved,-,Active
TXN-11099,CUST-1110,Tablet Ultra,West,RETAIL,7,452.64,0.14,0.08,16.31,2025-06-21,2025-06-14,24,NA,Medium,WH-5,True,Rejected,Valid Data,NA
TXN-11100,CUST-1475,Smart-Phone X,West,  Online  ,10,116.52,0.19,0.08,17.18,2025-06-07,2025-06-24,50,Web Search,Medium,WH-2,NULL,Rejected,-,NA
TXN-11101,CUST-1312,smartphone X,East ,online,2,1164.47,0.07,0.08,44.32,2025-05-02,2025-05-04,24,Social Media,Low,WH-1,True,Approved,-,NULL
TXN-11102,CUST-1232,Smart-Phone X,NORTH,  Online  ,10,1066.35,0.21,0.08,30.71,2025-03-14,2025-03-17,61,Referral,-,WH-2,NULL,Pending,NULL,NA
TXN-11103,CUST-1091,smartphone X,North,online,5,1116.92,0.13,0.08,33.71,2025-01-23,2025-02-09,NULL,NA,Urgent,WH-1,NULL,Approved,-,NA
TXN-11104,CUST-1198,Smart-Phone X,NORTH,online,4,1194.14,0.13,0.08,44.06,2025-07-31,2025-08-12,63,Referral,Urgent,WH-3,NULL,Rejected,NA,NA
TXN-11105,CUST-1191,Wireless Head-phones,South,Retail,10,249.98,0.19,0.08,20.09,2025-08-23,2025-08-26,61,Email Campaign,-,WH-4,True,Rejected,NA,NULL
TXN-11106,CUST-1069,Tablet Ultra,East,Wholesale,5,505.68,0.28,0.08,37.07,2025-10-25,2025-10-30,61,NA,-,WH-2,False,Rejected,-,NA
TXN-11107,CUST-1234,Wireless Head-phones,North,  Online  ,6,921.97,0.02,0.08,22.38,2025-11-23,2025-11-26,28,NA,Urgent,WH-5,False,Rejected,NA,NULL
TXN-11108,CUST-1368,Tablet Ultra,South,Wholesale,3,850.42,0.25,0.08,39.78,2025-10-31,2025-11-14,43,Referral,Urgent,WH-3,True,Rejected,NULL,NA
TXN-11109,CUST-1099,Premium Laptop,South,RETAIL,999,226.98,0.09,0.08,12.23,2025-12-06,2025-12-14,41,Email Campaign,Urgent,WH-4,NULL,Pending,NULL,NULL
TXN-11110,CUST-1323,Wireless Head-phones, West,Wholesale,4,988.21,0.13,0.08,42.91,2025-05-30,2025-06-10,38,Referral,-,WH-4,True,Pending,NA,Active
TXN-11111,CUST-1183,Smart Watch V2,South,online,7,308.11,0.01,0.08,13.75,2025-07-21,2025-08-01,35,NA,Medium,WH-2,NULL,Pending,NULL,NULL
TXN-11112,CUST-1499,Premium Laptop,South,  Online  ,10,307.39,0.09,0.08,18.05,2025-06-12,2025-06-20,23,Referral,Low,WH-3,True,Rejected,-,NA
