transaction_i_d,customer_i_d,product_segment,region_assignment,sales_channel,units_demanded,unit_price_u_s_d,discount_decimal,tax_rate,shipping_fee,order_open_date,order_close_date,customer_age,lead_source,priority_status,warehouse_code,return_requested,manager_review
TXN-10955,CUST-1041,Smartphone X,East,Online,9.0,490.61,0.25,0.08,31.33,2025-08-23,2025-09-08,29,Referral,High,WH-3,True,Pending
TXN-10956,CUST-1003,Smartphone X,South,Online,4.0,646.76,0.27,0.08,22.51,2025-09-28,2025-10-09,37,Referral,Urgent,WH-2,True,Approved
TXN-10957,CUST-1003,Wireless Headphones,East,Online,2.0,104.01,0.0,0.08,16.07,2025-11-02,2025-11-15,53,Social Media,High,WH-4,False,Approved
TXN-10958,CUST-1091,Smartphone X,North,Wholesale,6.0,241.23,0.2,0.08,27.33,2025-10-28,2025-11-09,66,Web Search,Medium,WH-4,False,Pending
TXN-10959,CUST-1474,Smartphone X,West,Wholesale,8.0,898.74,0.02,0.08,18.88,2025-08-23,2025-09-02,75,Social Media,Urgent,WH-4,True,Pending
TXN-10960,CUST-1045,Wireless Headphones,South,Retail,5.0,145.22,0.16,0.08,42.31,2025-11-11,2025-11-16,26,Web Search,Medium,WH-2,False,Rejected
TXN-10961,CUST-1361,Smartphone X,East,Wholesale,8.0,743.62,0.09,0.08,41.91,2025-06-10,2025-06-20,68,Web Search,Low,WH-3,False,Approved
TXN-10962,CUST-1333,Smartphone X,South,Online,7.0,332.15,0.09,0.08,25.09,2025-03-01,2025-03-06,39,Web Search,Low,WH-5,True,Rejected
TXN-10963,CUST-1303,Wireless Headphones,South,Wholesale,3.0,497.69,0.11,0.08,18.12,2025-09-19,2025-10-09,25,Email Campaign,Low,WH-5,True,Rejected
TXN-10964,CUST-1454,Smart Watch V2,North,Online,1.0,382.0,0.19,0.08,34.49,2025-03-12,2025-03-26,47,Social Media,Medium,WH-3,False,Approved
TXN-10965,CUST-1145,Smartphone X,East,Retail,8.0,459.02,0.1,0.08,6.47,2025-04-06,2025-04-24,23,Referral,Low,WH-2,True,Approved
TXN-10966,CUST-1213,Premium Laptop,West,Online,3.0,876.9,0.22,0.08,23.99,2025-12-22,2025-12-28,26,Referral,Medium,WH-5,False,Pending
TXN-10967,CUST-1355,Wireless Headphones,East,Online,10.0,391.69,0.12,0.08,18.45,2025-10-12,2025-10-22,42,Social Media,Urgent,WH-4,True,Approved
TXN-10968,CUST-1413,Smartphone X,West,Retail,9.0,701.37,0.02,0.08,41.82,2025-03-13,2025-03-28,68,Web Search,Medium,WH-2,False,Rejected
TXN-10969,CUST-1405,Premium Laptop,South,Online,1.0,597.46,0.24,0.08,5.48,2025-11-14,2025-11-26,52,Web Search,Low,WH-3,True,Rejected
TXN-10970,CUST-1395,Premium Laptop,South,Online,2.0,813.22,0.09,0.08,27.11,2025-01-05,2025-01-12,71,Email Campaign,Low,WH-4,False,Pending
TXN-10971,CUST-1243,Wireless Headphones,East,Online,8.0,1127.35,0.13,0.08,34.63,2025-07-16,2025-08-02,27,Social Media,Medium,WH-1,False,Rejected
TXN-10972,CUST-1354,Smart Watch V2,North,Online,8.0,892.46,0.21,0.08,24.4,2025-12-01,2025-12-17,56,Referral,Urgent,WH-3,False,Pending
TXN-10973,CUST-1064,Smartphone X,North,Retail,3.0,297.18,0.1,0.08,8.42,2025-08-01,2025-08-16,43,Web Search,High,WH-2,True,Rejected
TXN-10974,CUST-1105,Wireless Headphones,West,Online,15.5,85.86,0.02,0.08,43.9,2025-09-08,2025-09-27,45,Web Search,High,WH-4,False,Rejected
TXN-10975,CUST-1073,Smartphone X,East,Online,2.0,351.6,0.11,0.08,25.72,2025-01-16,2025-01-24,28,Web Search,Medium,WH-4,False,Approved
TXN-10976,CUST-1327,Smart Watch V2,West,Retail,2.0,734.34,0.28,0.08,29.57,2025-05-30,2025-06-07,48,Web Search,High,WH-3,True,Approved
TXN-10977,CUST-1138,Wireless Headphones,South,Wholesale,8.0,109.14,0.19,0.08,14.46,2025-10-03,2025-10-18,55,Email Campaign,Low,WH-3,True,Approved
TXN-10978,CUST-1267,Wireless Headphones,North,Retail,7.0,620.82,0.2,0.08,24.34,2025-10-17,2025-11-02,21,Referral,Medium,WH-5,False,Rejected
TXN-10979,CUST-1230,Smart Watch V2,West,Online,3.0,1820.19,0.19,0.08,-15.618750000000006,2025-10-09,2025-10-28,74,Referral,Low,WH-1,False,Rejected
TXN-10980,CUST-1210,Smartphone X,West,Online,1.0,434.38,0.06,0.08,8.0,2025-02-28,2025-03-18,74,Web Search,Medium,WH-3,True,Rejected
TXN-10981,CUST-1122,Premium Laptop,East,Retail,4.0,936.55,0.13,0.08,9.25,2025-07-07,2025-07-09,64,Email Campaign,Low,WH-4,False,Rejected
TXN-10982,CUST-1480,Tablet Ultra,East,Online,10.0,172.59,0.23,0.08,38.5,2025-08-14,2025-08-28,26,Web Search,Medium,WH-4,True,Approved
TXN-10983,CUST-1089,Tablet Ultra,East,Retail,4.0,136.41,0.03,0.08,14.59,2025-02-22,2025-03-02,53,Web Search,Urgent,WH-2,True,Approved
TXN-10984,CUST-1312,Tablet Ultra,West,Online,2.0,887.42,0.08,0.08,12.8,2025-06-02,2025-06-04,36,Web Search,Medium,WH-3,True,Rejected
TXN-10985,CUST-1354,Smart Watch V2,South,Wholesale,3.0,619.82,0.08,0.08,25.2,2025-08-19,2025-08-22,71,Referral,High,WH-2,False,Pending
TXN-10986,CUST-1019,Smart Watch V2,West,Online,10.0,841.66,0.13,0.08,35.75,2025-08-13,2025-08-17,38,Social Media,Medium,WH-5,False,Approved
TXN-10987,CUST-1305,Smartphone X,West,Online,8.0,550.05,0.29,0.08,7.48,2025-05-02,2025-05-21,50,Social Media,High,WH-1,True,Rejected
TXN-10988,CUST-1092,Wireless Headphones,North,Online,7.0,333.36,0.02,0.08,28.07,2025-12-19,2026-01-08,72,Email Campaign,Medium,WH-5,True,Approved
TXN-10989,CUST-1367,Premium Laptop,South,Retail,15.5,991.97,0.16,0.08,9.77,2025-11-20,2025-12-10,26,Web Search,Medium,WH-4,True,Pending
TXN-10990,CUST-1255,Wireless Headphones,South,Wholesale,6.0,1820.19,0.05,0.08,-15.618750000000006,2025-03-13,2025-03-20,41,Web Search,Urgent,WH-4,True,Rejected
TXN-10991,CUST-1313,Smart Watch V2,North,Online,2.0,848.9,0.29,0.08,7.11,2025-01-31,2025-02-18,18,Web Search,Low,WH-3,False,Approved
TXN-10992,CUST-1486,Smart Watch V2,North,Online,1.0,362.97,0.03,0.08,38.37,2025-05-24,2025-05-30,19,Referral,Medium,WH-1,True,Pending
TXN-10993,CUST-1045,Smartphone X,North,Retail,9.0,728.77,0.12,0.08,9.72,2025-06-15,2025-06-25,21,Social Media,High,WH-3,True,Rejected
TXN-10994,CUST-1321,Smart Watch V2,South,Online,2.0,465.12,0.22,0.08,6.81,2025-05-29,2025-06-15,43,Web Search,Medium,WH-4,False,Approved
TXN-10995,CUST-1423,Premium Laptop,West,Online,5.0,155.32,0.21,0.08,22.52,2025-12-14,2025-12-19,63,Referral,Medium,WH-3,True,Approved
TXN-10996,CUST-1400,Smart Watch V2,West,Retail,6.0,1104.91,0.13,0.08,38.76,2025-07-30,2025-08-08,44,Web Search,Low,WH-2,True,Rejected
TXN-10997,CUST-1154,Tablet Ultra,East,Wholesale,9.0,207.34,0.1,0.08,15.5,2025-12-02,2025-12-07,21,Social Media,Medium,WH-2,True,Approved
TXN-10998,CUST-1178,Premium Laptop,East,Online,3.0,1142.77,0.12,0.08,21.87,2025-05-08,2025-05-19,31,Web Search,Urgent,WH-4,True,Rejected
TXN-10999,CUST-1214,Wireless Headphones,South,Online,3.0,562.91,0.08,0.08,6.6,2025-05-07,2025-05-20,35,Referral,Urgent,WH-5,False,Pending
TXN-11000,CUST-1002,Smartphone X,South,Online,3.0,262.9,0.06,0.08,22.96,2025-09-08,2025-09-17,48,Social Media,High,WH-3,True,Pending
TXN-11001,CUST-1285,Tablet Ultra,East,Wholesale,8.0,673.19,0.14,0.08,28.1,2025-11-18,2025-12-03,50,Social Media,Medium,WH-2,True,Rejected
TXN-11002,CUST-1120,Smartphone X,South,Retail,9.0,1053.89,0.08,0.08,27.84,2025-02-08,2025-02-11,53,Web Search,Medium,WH-3,False,Pending
TXN-11003,CUST-1098,Wireless Headphones,South,Wholesale,5.0,892.06,0.09,0.08,18.3,2025-07-26,2025-08-04,74,Web Search,Urgent,WH-4,True,Approved
TXN-11004,CUST-1060,Smart Watch V2,East,Retail,3.0,977.55,0.2,0.08,17.62,2025-12-22,2026-01-03,68,Social Media,Urgent,WH-3,True,Rejected
TXN-11005,CUST-1271,Smart Watch V2,West,Retail,2.0,807.6,0.29,0.08,9.26,2025-08-21,2025-09-01,21,Web Search,High,WH-4,False,Pending
TXN-11006,CUST-1500,Smartphone X,East,Wholesale,4.0,1820.19,0.18,0.08,-15.618750000000006,2025-10-23,2025-10-25,51,Referral,Medium,WH-4,False,Rejected
TXN-11007,CUST-1048,Tablet Ultra,South,Online,5.0,1026.57,0.02,0.08,8.98,2025-08-23,2025-09-04,70,Web Search,Low,WH-3,True,Rejected
TXN-11008,CUST-1316,Smartphone X,East,Retail,7.0,337.12,0.02,0.08,35.66,2025-02-02,2025-02-15,28,Web Search,Medium,WH-2,False,Pending
TXN-11009,CUST-1185,Wireless Headphones,East,Retail,5.0,612.84,0.29,0.08,43.65,2025-04-22,2025-04-29,63,Web Search,Urgent,WH-3,False,Approved
TXN-11010,CUST-1441,Smartphone X,East,Wholesale,1.0,304.39,0.09,0.08,43.8,2025-09-11,2025-09-21,23,Referral,Low,WH-2,False,Approved
TXN-11011,CUST-1389,Tablet Ultra,East,Retail,5.0,1185.82,0.03,0.08,39.6,2025-06-22,2025-06-27,44,Web Search,Medium,WH-5,True,Rejected
TXN-11012,CUST-1276,Smart Watch V2,North,Retail,1.0,1820.19,0.18,0.08,-15.618750000000006,2025-10-17,2025-10-28,52,Referral,Low,WH-5,False,Approved
TXN-11013,CUST-1259,Smart Watch V2,East,Wholesale,3.0,95.34,0.19,0.08,33.03,2025-12-16,2025-12-18,68,Referral,High,WH-4,True,Rejected
TXN-11014,CUST-1112,Premium Laptop,North,Wholesale,4.0,861.41,0.19,0.08,16.41,2025-02-20,2025-03-07,18,Social Media,Low,WH-2,True,Pending
TXN-11015,CUST-1237,Premium Laptop,South,Online,4.0,1114.04,0.08,0.08,30.23,2025-01-09,2025-01-15,21,Social Media,Low,WH-5,True,Pending
TXN-11016,CUST-1394,Smart Watch V2,South,Online,8.0,257.66,0.0,0.08,23.23,2025-08-14,2025-08-28,53,Web Search,Medium,WH-5,True,Rejected
TXN-11017,CUST-1320,Wireless Headphones,South,Wholesale,4.0,703.14,0.29,0.08,24.28,2025-04-14,2025-04-19,66,Web Search,Urgent,WH-3,False,Rejected
TXN-11018,CUST-1337,Smartphone X,South,Online,7.0,1102.81,0.08,0.08,35.31,2025-11-29,2025-12-08,23,Email Campaign,Low,WH-2,False,Approved
TXN-11019,CUST-1106,Premium Laptop,North,Online,9.0,89.04,0.2,0.08,16.28,2025-02-17,2025-02-26,41,Email Campaign,Medium,WH-2,False,Rejected
TXN-11020,CUST-1141,Premium Laptop,East,Wholesale,2.0,852.03,0.21,0.08,17.72,2025-02-12,2025-02-18,57,Email Campaign,High,WH-3,True,Approved
TXN-11021,CUST-1027,Smart Watch V2,South,Retail,3.0,391.95,0.18,0.08,41.99,2025-01-27,2025-02-06,47,Referral,Medium,WH-2,False,Approved
TXN-11022,CUST-1099,Wireless Headphones,West,Wholesale,3.0,1113.06,0.09,0.08,7.25,2025-12-25,2026-01-08,24,Web Search,Urgent,WH-4,True,Pending
TXN-11023,CUST-1057,Wireless Headphones,South,Wholesale,2.0,1166.72,0.08,0.08,24.43,2025-12-02,2025-12-06,60,Referral,Low,WH-4,True,Rejected
TXN-11024,CUST-1407,Smart Watch V2,West,Online,2.0,1135.91,0.18,0.08,41.51,2025-01-01,2025-01-04,29,Web Search,Low,WH-5,True,Approved
TXN-11025,CUST-1076,Wireless Headphones,North,Retail,4.0,595.35,0.26,0.08,29.41,2025-03-09,2025-03-26,65,Web Search,High,WH-2,False,Approved
TXN-11026,CUST-1350,Tablet Ultra,North,Online,7.0,1041.35,0.28,0.08,26.86,2025-12-15,2025-12-16,65,Social Media,Medium,WH-3,True,Rejected
TXN-11027,CUST-1432,Wireless Headphones,East,Online,6.0,1021.23,0.03,0.08,14.99,2025-12-23,2025-12-27,70,Web Search,Urgent,WH-1,True,Rejected
TXN-11028,CUST-1495,Premium Laptop,West,Online,5.0,416.97,0.05,0.08,18.73,2025-08-05,2025-08-21,46,Web Search,Low,WH-3,True,Rejected
TXN-11029,CUST-1466,Smartphone X,West,Retail,7.0,1003.25,0.28,0.08,39.08,2025-02-06,2025-02-09,54,Referral,Medium,WH-4,False,Rejected
TXN-11030,CUST-1242,Smartphone X,West,Online,5.0,1820.19,0.22,0.08,-15.618750000000006,2025-02-22,2025-03-06,20,Web Search,Medium,WH-1,True,Pending
TXN-11031,CUST-1254,Wireless Headphones,East,Retail,1.0,735.71,0.26,0.08,25.59,2025-06-03,2025-06-08,28,Referral,Medium,WH-2,True,Pending
TXN-11032,CUST-1090,Smartphone X,South,Online,6.0,314.51,0.06,0.08,8.98,2025-11-25,2025-11-30,55,Email Campaign,High,WH-4,True,Approved
TXN-11033,CUST-1081,Smart Watch V2,West,Retail,10.0,188.65,0.18,0.08,5.64,2025-02-05,2025-02-06,18,Email Campaign,Low,WH-4,True,Approved
TXN-11034,CUST-1343,Smartphone X,West,Retail,4.0,138.5,0.21,0.08,43.55,2025-11-09,2025-11-24,28,Social Media,Medium,WH-2,True,Rejected
TXN-11035,CUST-1472,Smartphone X,South,Retail,3.0,850.73,0.2,0.08,20.08,2025-06-29,2025-07-04,62,Referral,Urgent,WH-5,False,Rejected
TXN-11036,CUST-1022,Wireless Headphones,South,Retail,9.0,440.86,0.12,0.08,29.13,2025-07-30,2025-08-14,59,Web Search,Urgent,WH-2,False,Pending
TXN-11037,CUST-1027,Smart Watch V2,West,Online,3.0,883.48,0.0,0.08,8.19,2025-04-22,2025-04-26,50,Social Media,Medium,WH-3,True,Approved
TXN-11038,CUST-1330,Tablet Ultra,East,Online,9.0,125.16,0.17,0.08,32.32,2025-03-13,2025-04-01,37,Social Media,Medium,WH-3,True,Rejected
TXN-11039,CUST-1186,Wireless Headphones,East,Wholesale,2.0,412.58,0.08,0.08,42.3,2025-07-16,2025-07-30,38,Email Campaign,Low,WH-2,False,Approved
TXN-11040,CUST-1145,Wireless Headphones,North,Online,1.0,670.41,0.14,0.08,28.03,2025-06-11,2025-06-19,32,Email Campaign,Low,WH-3,True,Approved
TXN-11041,CUST-1107,Wireless Headphones,South,Online,9.0,959.33,0.29,0.08,10.04,2025-05-22,2025-05-30,27,Social Media,Urgent,WH-4,True,Approved
TXN-11042,CUST-1222,Smart Watch V2,West,Wholesale,3.0,416.57,0.12,0.08,28.27,2025-10-11,2025-10-31,51,Social Media,Urgent,WH-5,False,Approved
TXN-11043,CUST-1128,Wireless Headphones,North,Retail,1.0,769.78,0.25,0.08,35.65,2025-05-26,2025-05-27,55,Email Campaign,Medium,WH-3,True,Approved
TXN-11044,CUST-1171,Tablet Ultra,North,Wholesale,7.0,1068.87,0.06,0.08,21.26,2025-12-04,2025-12-11,31,Social Media,Medium,WH-5,True,Rejected
TXN-11045,CUST-1315,Wireless Headphones,North,Online,6.0,758.24,0.2,0.08,40.19,2025-09-23,2025-09-30,44,Web Search,Medium,WH-4,False,Rejected
TXN-11046,CUST-1412,Wireless Headphones,North,Retail,9.0,317.9,0.29,0.08,30.95,2025-07-20,2025-07-22,56,Referral,Medium,WH-2,True,Pending
TXN-11047,CUST-1455,Tablet Ultra,East,Retail,5.0,78.06,0.03,0.08,40.97,2025-05-03,2025-05-07,48,Web Search,Urgent,WH-5,True,Pending
TXN-11048,CUST-1388,Smart Watch V2,West,Online,8.0,1050.61,0.0,0.08,29.94,2025-05-04,2025-05-24,44,Social Media,High,WH-1,False,Rejected
TXN-11049,CUST-1232,Wireless Headphones,North,Wholesale,7.0,74.46,0.13,0.08,10.25,2025-02-06,2025-02-07,23,Email Campaign,Urgent,WH-4,False,Pending
TXN-11050,CUST-1022,Premium Laptop,East,Online,10.0,1055.91,0.03,0.08,17.39,2025-07-04,2025-07-09,68,Social Media,Urgent,WH-1,True,Rejected
TXN-11051,CUST-1053,Smartphone X,North,Retail,10.0,658.28,0.22,0.08,13.07,2025-07-18,2025-08-06,27,Social Media,Urgent,WH-4,False,Pending
TXN-11052,CUST-1379,Premium Laptop,North,Retail,10.0,1820.19,0.27,0.08,-15.618750000000006,2025-08-04,2025-08-10,30,Web Search,Medium,WH-5,True,Rejected
TXN-11053,CUST-1026,Smart Watch V2,North,Wholesale,6.0,968.6,0.13,0.08,35.42,2025-08-30,2025-09-02,69,Email Campaign,Medium,WH-2,True,Approved
TXN-11054,CUST-1473,Premium Laptop,East,Retail,8.0,1197.62,0.08,0.08,32.06,2025-01-09,2025-01-10,31,Web Search,Medium,WH-3,True,Pending
TXN-11055,CUST-1275,Premium Laptop,South,Online,9.0,453.32,0.13,0.08,17.04,2025-05-15,2025-05-17,64,Social Media,Urgent,WH-5,True,Approved
TXN-11056,CUST-1090,Smartphone X,South,Wholesale,2.0,932.27,0.22,0.08,12.36,2025-07-23,2025-08-09,20,Web Search,Low,WH-4,True,Rejected
TXN-11057,CUST-1080,Smart Watch V2,South,Online,5.0,512.22,0.0,0.08,35.26,2025-08-01,2025-08-14,20,Web Search,Medium,WH-5,False,Pending
TXN-11058,CUST-1402,Smart Watch V2,East,Online,5.0,601.86,0.18,0.08,23.97,2025-02-12,2025-03-02,67,Email Campaign,High,WH-2,False,Approved
TXN-11059,CUST-1014,Smart Watch V2,East,Retail,4.0,771.63,0.18,0.08,14.03,2025-11-12,2025-11-15,57,Email Campaign,Medium,WH-5,False,Approved
TXN-11060,CUST-1248,Smartphone X,West,Online,6.0,1054.73,0.19,0.08,29.66,2025-06-08,2025-06-15,61,Referral,Low,WH-5,True,Rejected
TXN-11061,CUST-1263,Smartphone X,East,Online,10.0,1181.7,0.07,0.08,6.61,2025-03-21,2025-04-03,47,Referral,Medium,WH-5,True,Pending
TXN-11062,CUST-1059,Premium Laptop,West,Retail,5.0,933.51,0.21,0.08,18.05,2025-10-28,2025-10-31,31,Social Media,Low,WH-1,True,Approved
TXN-11063,CUST-1036,Smart Watch V2,East,Online,6.0,530.43,0.03,0.08,23.74,2025-06-08,2025-06-16,68,Referral,Medium,WH-4,True,Pending
TXN-11064,CUST-1458,Smartphone X,North,Retail,7.0,534.56,0.06,0.08,10.92,2025-01-30,2025-02-13,41,Web Search,Urgent,WH-1,False,Pending
TXN-11065,CUST-1120,Wireless Headphones,East,Online,10.0,898.22,0.26,0.08,44.39,2025-03-01,2025-03-21,51,Web Search,Medium,WH-3,True,Approved
TXN-11066,CUST-1369,Smart Watch V2,East,Retail,4.0,324.59,0.22,0.08,13.36,2025-01-29,2025-02-04,70,Social Media,Medium,WH-2,False,Rejected
TXN-11067,CUST-1227,Wireless Headphones,East,Wholesale,3.0,177.05,0.0,0.08,10.21,2025-03-03,2025-03-08,73,Social Media,High,WH-5,True,Approved
TXN-11068,CUST-1303,Smart Watch V2,East,Wholesale,5.0,457.82,0.07,0.08,13.14,2025-12-26,2026-01-11,44,Referral,Low,WH-1,True,Pending
TXN-11069,CUST-1296,Smartphone X,East,Retail,6.0,380.32,0.06,0.08,35.76,2025-06-27,2025-07-06,43,Email Campaign,Medium,WH-1,True,Rejected
TXN-11070,CUST-1166,Premium Laptop,South,Online,9.0,390.75,0.08,0.08,22.02,2025-03-27,2025-04-05,52,Email Campaign,Medium,WH-4,True,Rejected
TXN-11071,CUST-1214,Smartphone X,East,Online,8.0,318.65,0.07,0.08,27.62,2025-03-02,2025-03-03,65,Web Search,Medium,WH-5,True,Rejected
TXN-11072,CUST-1101,Smart Watch V2,East,Retail,3.0,98.41,0.02,0.08,5.84,2025-06-21,2025-06-30,30,Social Media,Urgent,WH-2,True,Approved
TXN-11073,CUST-1382,Wireless Headphones,West,Online,5.0,70.56,0.14,0.08,6.38,2025-09-26,2025-10-15,32,Social Media,Medium,WH-4,False,Rejected
TXN-11074,CUST-1346,Tablet Ultra,South,Wholesale,4.0,1185.88,0.22,0.08,22.83,2025-11-18,2025-12-03,34,Referral,Medium,WH-1,False,Approved
TXN-11075,CUST-1459,Smart Watch V2,East,Online,6.0,541.94,0.18,0.08,37.67,2025-09-19,2025-10-05,52,Referral,Urgent,WH-1,True,Rejected
TXN-11076,CUST-1166,Premium Laptop,South,Online,8.0,1820.19,0.2,0.08,-15.618750000000006,2025-10-18,2025-10-24,53,Web Search,Medium,WH-2,True,Rejected
TXN-11077,CUST-1117,Tablet Ultra,East,Online,7.0,831.59,0.02,0.08,8.47,2025-05-11,2025-05-30,29,Referral,Medium,WH-1,False,Pending
TXN-11078,CUST-1398,Premium Laptop,North,Wholesale,5.0,300.99,0.29,0.08,26.53,2025-12-12,2025-12-20,32,Web Search,Medium,WH-4,True,Approved
TXN-11079,CUST-1056,Wireless Headphones,East,Online,8.0,1142.46,0.25,0.08,41.53,2025-09-17,2025-09-18,69,Email Campaign,High,WH-2,True,Pending
TXN-11080,CUST-1166,Wireless Headphones,South,Retail,3.0,954.3,0.24,0.08,20.52,2025-05-06,2025-05-18,72,Web Search,Urgent,WH-4,False,Approved
TXN-11081,CUST-1116,Tablet Ultra,West,Online,2.0,152.82,0.25,0.08,38.18,2025-07-16,2025-07-22,26,Web Search,Urgent,WH-2,False,Pending
TXN-11082,CUST-1050,Smartphone X,South,Online,7.0,530.22,0.28,0.08,10.35,2025-01-19,2025-02-02,39,Social Media,Urgent,WH-4,True,Rejected
TXN-11083,CUST-1121,Wireless Headphones,South,Wholesale,7.0,1060.99,0.16,0.08,42.42,2025-04-25,2025-05-09,46,Email Campaign,High,WH-1,False,Approved
TXN-11084,CUST-1377,Tablet Ultra,North,Wholesale,5.0,1136.44,0.06,0.08,35.06,2025-06-13,2025-06-16,35,Email Campaign,Urgent,WH-4,True,Approved
TXN-11085,CUST-1211,Tablet Ultra,East,Online,5.0,587.51,0.19,0.08,42.65,2025-10-20,2025-11-06,43,Email Campaign,Medium,WH-2,True,Approved
TXN-11086,CUST-1445,Smart Watch V2,North,Online,8.0,755.42,0.22,0.08,32.06,2025-12-11,2025-12-17,57,Web Search,Medium,WH-1,True,Pending
TXN-11087,CUST-1102,Wireless Headphones,East,Retail,9.0,242.09,0.22,0.08,19.54,2025-04-25,2025-04-27,23,Web Search,Urgent,WH-1,True,Approved
TXN-11088,CUST-1192,Premium Laptop,North,Wholesale,5.0,1189.84,0.16,0.08,42.53,2025-07-25,2025-08-09,43,Email Campaign,Medium,WH-3,True,Pending
TXN-11089,CUST-1456,Wireless Headphones,South,Wholesale,7.0,316.42,0.02,0.08,16.02,2025-05-25,2025-06-04,54,Web Search,Medium,WH-5,True,Pending
TXN-11090,CUST-1112,Smart Watch V2,East,Retail,1.0,1134.14,0.11,0.08,18.29,2025-06-17,2025-07-02,70,Referral,Low,WH-5,True,Pending
TXN-11091,CUST-1037,Tablet Ultra,North,Online,8.0,797.09,0.28,0.08,33.03,2025-01-05,2025-01-15,28,Web Search,Urgent,WH-4,True,Pending
TXN-11092,CUST-1241,Premium Laptop,East,Retail,8.0,748.9,0.18,0.08,35.61,2025-10-16,2025-11-05,39,Social Media,Medium,WH-4,False,Pending
TXN-11093,CUST-1299,Tablet Ultra,West,Retail,6.0,639.59,0.16,0.08,42.18,2025-05-05,2025-05-24,38,Web Search,Medium,WH-5,True,Pending
TXN-11094,CUST-1248,Smart Watch V2,South,Online,3.0,315.27,0.08,0.08,13.19,2025-09-10,2025-09-17,49,Web Search,Medium,WH-1,False,Pending
TXN-11095,CUST-1027,Smartphone X,East,Online,1.0,253.01,0.11,0.08,36.92,2025-10-07,2025-10-15,37,Web Search,Medium,WH-5,True,Rejected
TXN-11096,CUST-1455,Wireless Headphones,West,Retail,5.0,303.56,0.27,0.08,34.54,2025-03-12,2025-03-19,60,Web Search,Medium,WH-2,False,Rejected
TXN-11097,CUST-1223,Smart Watch V2,West,Online,9.0,264.4,0.2,0.08,7.55,2025-01-13,2025-01-25,24,Email Campaign,Medium,WH-4,True,Pending
TXN-11098,CUST-1074,Smartphone X,North,Retail,3.0,946.52,0.24,0.08,20.49,2025-11-22,2025-11-23,24,Web Search,Medium,WH-3,False,Approved
TXN-11099,CUST-1110,Tablet Ultra,West,Retail,7.0,452.64,0.14,0.08,16.31,2025-06-14,2025-06-21,24,Web Search,Medium,WH-5,True,Rejected
TXN-11100,CUST-1475,Smartphone X,West,Online,10.0,116.52,0.19,0.08,17.18,2025-06-07,2025-06-24,50,Web Search,Medium,WH-2,True,Rejected
TXN-11101,CUST-1312,Smartphone X,East,Online,2.0,1164.47,0.07,0.08,44.32,2025-05-02,2025-05-04,24,Social Media,Low,WH-1,True,Approved
TXN-11102,CUST-1232,Smartphone X,North,Online,10.0,1066.35,0.21,0.08,30.71,2025-03-14,2025-03-17,61,Referral,Medium,WH-2,True,Pending
TXN-11103,CUST-1091,Smartphone X,North,Online,5.0,1116.92,0.13,0.08,33.71,2025-01-23,2025-02-09,28,Web Search,Urgent,WH-1,True,Approved
TXN-11104,CUST-1198,Smartphone X,North,Online,4.0,1194.14,0.13,0.08,44.06,2025-07-31,2025-08-12,63,Referral,Urgent,WH-3,True,Rejected
TXN-11105,CUST-1191,Wireless Headphones,South,Retail,10.0,249.98,0.19,0.08,20.09,2025-08-23,2025-08-26,61,Email Campaign,Medium,WH-4,True,Rejected
TXN-11106,CUST-1069,Tablet Ultra,East,Wholesale,5.0,505.68,0.28,0.08,37.07,2025-10-25,2025-10-30,61,Web Search,Medium,WH-2,False,Rejected
TXN-11107,CUST-1234,Wireless Headphones,North,Online,6.0,921.97,0.02,0.08,22.38,2025-11-23,2025-11-26,28,Web Search,Urgent,WH-5,False,Rejected
TXN-11108,CUST-1368,Tablet Ultra,South,Wholesale,3.0,850.42,0.25,0.08,39.78,2025-10-31,2025-11-14,43,Referral,Urgent,WH-3,True,Rejected
TXN-11109,CUST-1099,Premium Laptop,South,Retail,15.5,226.98,0.09,0.08,12.23,2025-12-06,2025-12-14,41,Email Campaign,Urgent,WH-4,True,Pending
TXN-11110,CUST-1323,Wireless Headphones,West,Wholesale,4.0,988.21,0.13,0.08,42.91,2025-05-30,2025-06-10,38,Referral,Medium,WH-4,True,Pending
TXN-11111,CUST-1183,Smart Watch V2,South,Online,7.0,308.11,0.01,0.08,13.75,2025-07-21,2025-08-01,35,Web Search,Medium,WH-2,True,Pending
TXN-11112,CUST-1499,Premium Laptop,South,Online,10.0,307.39,0.09,0.08,18.05,2025-06-12,2025-06-20,23,Referral,Low,WH-3,True,Rejected
TXN-11113,CUST-1138,Smart Watch V2,East,Online,5.0,667.52,0.15,0.08,35.25,2025-02-08,2025-02-13,18,Web Search,Urgent,WH-3,False,Pending
TXN-11114,CUST-1103,Premium Laptop,North,Wholesale,10.0,731.88,0.02,0.08,20.75,2025-10-27,2025-10-31,60,Referral,High,WH-2,True,Approved
TXN-11115,CUST-1171,Wireless Headphones,North,Online,5.0,717.1,0.15,0.08,29.33,2025-03-26,2025-04-06,46,Social Media,Low,WH-5,False,Approved
TXN-11116,CUST-1065,Smart Watch V2,East,Retail,2.0,155.21,0.28,0.08,22.78,2025-07-28,2025-08-09,68,Social Media,High,WH-2,True,Approved
TXN-11117,CUST-1016,Smart Watch V2,South,Retail,7.0,1059.08,0.03,0.08,34.69,2025-04-17,2025-05-02,54,Referral,Medium,WH-4,True,Pending
